"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BPB1_05314",4530.84147966148,-5.11443829313577,1.06978384456731,-4.31343052764287,1.60740665824711e-05,0.00046386468279756
"BPB1_04758",348.148555057542,3.63967215912472,0.252161594075812,12.4510323256474,1.38047934904493e-35,2.33715153793306e-32
"BPB1_05472",36.3698927634721,3.09884458991923,0.260948350770657,9.95922979487732,2.29836331379448e-23,1.29704303008468e-20
"BPB1_05783",45.9085385313147,-2.83807793785985,0.205664321270432,-11.3684178345425,6.00664903497912e-30,6.26651768649338e-27
"BPB1_00260",212.230313118842,-2.82201418183623,0.381648755560702,-6.0841654741539,1.17099618031378e-09,8.87685014897562e-08
"BPB1_03202",143.838158947988,-2.73042403066328,0.352011551364291,-6.33622397338617,2.35464433326764e-10,2.25646010729553e-08
"BPB1_04059",124.547081591728,2.70025035870057,0.603736667482161,3.64438749078559,0.000268029351067912,0.00531766044560127
"BPB1_03040",121.639770378663,2.67383674936769,0.57158615132126,3.8031655321647,0.000142858828530328,0.00303589954019053
"BPB1_05470",12.753912278369,2.64276481256693,0.343246636042475,6.24263892946579,4.30249325725707e-10,3.70379038196757e-08
"BPB1_03136",4363.50299147483,2.63868907685302,0.114929118189402,18.6087660859668,2.72828496661465e-77,1.38569593454358e-73
"BPB1_00927",1577.39498623314,-2.63707097994542,0.211327808156,-10.1125876362086,4.85838107194357e-24,3.08446468305018e-21
"BPB1_05855",547.109743155312,-2.60880059449266,0.371092882818221,-5.68267593406164,1.32603388280736e-08,7.40101768217429e-07
"BPB1_02118",885.136906420228,2.59556742629682,0.261155462286693,8.02421441982453,1.02177695192347e-15,2.59480256940965e-13
"BPB1_00860",1766.95336971215,-2.57592456422368,0.56912466165494,-3.64757443156155,0.00026472763618056,0.00528219723746767
"BPB1_01239",152.542869679996,-2.53217714388072,0.578238379650311,-3.51442798575508,0.000440702145885786,0.00822914043733055
"BPB1_05154",121.398351548427,-2.45913713737168,0.20931049443122,-9.35995656928449,7.97694747512865e-21,3.3762430188482e-18
"BPB1_00657",831.063530542152,-2.37763630266425,0.30935807056525,-6.06945957231206,1.28341393456595e-09,9.31208481951497e-08
"BPB1_02119",2710.40686803515,2.37677095328394,0.286989355742437,6.53951415176622,6.17190019284792e-11,6.81458284336404e-09
"BPB1_04424",206.489953609293,-2.34653270878323,0.298147204543461,-6.19335912141366,5.88953300902287e-10,4.90376035292249e-08
"BPB1_01808",347.395965058127,-2.32225258281046,0.237972694034414,-7.65740199817603,1.89732027799221e-14,3.85459587676898e-12
"BPB1_05474",17.6464615648764,2.3066813939069,0.279282388834147,6.4690129637204,9.86451341340845e-11,1.00203727253403e-08
"BPB1_05854",2124.34987073609,-2.29418064252323,0.321432565147705,-5.58182597864272,2.38006457928481e-08,1.27245768401974e-06
"BPB1_05879",291.090368269959,2.28898914321818,0.237228897780478,7.54119401116822,4.65687681169219e-14,8.51874146083428e-12
"BPB1_05782",55.570894866573,-2.28408834321898,0.201571623439535,-8.85089038216807,8.68238046770974e-19,3.14984359967841e-16
"BPB1_04403",67.3919536341851,2.27429618514067,0.350108190269468,5.06785112274878,4.02331881197476e-07,1.64793840693708e-05
"BPB1_05328",76.5832547926288,2.25099020440409,0.356767182000015,4.90793518223325,9.20402606861317e-07,3.4372976766534e-05
"BPB1_00720",268.891067401204,2.24877618135732,0.247412600851302,7.06825834795843,1.56890264167484e-12,2.49014266158329e-10
"BPB1_05776",33.6548684180745,-2.20382268372842,0.284339818010683,-5.99220571937063,2.07013818891842e-09,1.38345156072587e-07
"BPB1_02312",137.434342290343,2.19841271525782,0.201230423399379,8.44013885458565,3.16960902928425e-17,9.4696730939616e-15
"BPB1_02526",18.7566960966035,-2.19669032196603,0.306415523784789,-5.5372205070057,3.07309546103602e-08,1.60909812851566e-06
"BPB1_03299",667.470538815557,2.18588091311877,0.148325510416346,11.3660887354208,6.16904674787693e-30,6.26651768649338e-27
"BPB1_05476",31.8898910171702,2.17259663170423,0.240803555454721,6.94589674369958,3.76063764080758e-12,5.45722245076048e-10
"BPB1_00259",6177.35938158096,-2.15917459980774,0.294885507993928,-5.62650437145898,1.83898128668182e-08,1.00432107043623e-06
"BPB1_05471",43.8961211689774,2.15619369246502,0.207561597146438,7.97928766801959,1.47180194829574e-15,3.39785549790639e-13
"BPB1_02512",27.2291941096023,-2.1359526598052,0.367538940882554,-4.45110021778064,8.54314580130438e-06,0.000264577058078201
"BPB1_00656",131.596378461984,-2.13128255788653,0.305362009300527,-5.34212674858671,9.18623843805977e-08,4.32008379878755e-06
"BPB1_01622",247.413199920554,2.12284546532079,0.383541924232874,4.23120749724208,2.32440120979408e-05,0.000624636706060537
"BPB1_03958",586.349801075416,2.12263203129756,0.248765173238288,6.5227459703263,6.90317244178916e-11,7.30441933996816e-09
"BPB1_04004",1120.33042513612,2.1129433352047,0.329080699226838,4.90136109165395,9.51749347750529e-07,3.52841966220798e-05
"BPB1_01591",1918.46352260828,2.11258738871396,0.147400568611214,10.9401707463377,7.40602967979225e-28,5.37360353480926e-25
"BPB1_00953",334.045586968069,-2.08926054661769,0.37818432730122,-4.20234375643984,2.64165573424366e-05,0.000691596364650699
